Title,Authors,Link,Bookshelf
The New Machiavelli,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/1047,
The Ruling Passion: Tales of Nature and Human Nature,Van Dyke, Henry, 1852-1933,http://www.gutenberg.org/ebooks/1048,
Vanished Arizona: Recollections of the Army Life by a New England Woman,Summerhayes, Martha, 1844-1926,http://www.gutenberg.org/ebooks/1049,
The Dark Lady of the Sonnets,Shaw, Bernard, 1856-1950,http://www.gutenberg.org/ebooks/1050,One Act Plays
Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,Carlyle, Thomas, 1795-1881,http://www.gutenberg.org/ebooks/1051,
"Step by Step, Or, Tidy's Way to Freedom",American Tract Society,http://www.gutenberg.org/ebooks/1052,
Within the Tides: Tales,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1053,
A Collection of Ballads,Lang, Andrew, 1844-1912,http://www.gutenberg.org/ebooks/1054,
'Twixt Land & Sea: Tales,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1055,
Martin Eden,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1056,
Poems, with The Ballad of Reading Gaol,Wilde, Oscar, 1854-1900,http://www.gutenberg.org/ebooks/1057,
The Mirror of the Sea,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1058,
The World Set Free,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/1059,Science Fiction
Grass of Parnassus,Lang, Andrew, 1844-1912,http://www.gutenberg.org/ebooks/1060,
Myths and Myth-Makers Old Tales and Superstitions Interpreted by Comparative Mythology,Fiske, John, 1842-1901,http://www.gutenberg.org/ebooks/1061,
First Project Gutenberg Collection of Edgar Allan Poe,Poe, Edgar Allan, 1809-1849,http://www.gutenberg.org/ebooks/1062,
The Cask of Amontillado,Poe, Edgar Allan, 1809-1849,http://www.gutenberg.org/ebooks/1063,
The Masque of the Red Death,Poe, Edgar Allan, 1809-1849,http://www.gutenberg.org/ebooks/1064,
The Raven,Poe, Edgar Allan, 1809-1849,http://www.gutenberg.org/ebooks/1065,
William the Conqueror,Freeman, Edward A. (Edward Augustus), 1823-1892,http://www.gutenberg.org/ebooks/1066,
Personal Memoirs of U. S. Grant — Volume 1,Grant, Ulysses S. (Ulysses Simpson), 1822-1885,http://www.gutenberg.org/ebooks/1067,US Civil War
Personal Memoirs of U. S. Grant — Volume 2,Grant, Ulysses S. (Ulysses Simpson), 1822-1885,http://www.gutenberg.org/ebooks/1068,US Civil War
Four Short Stories By Emile Zola,Zola, Émile, 1840-1902,http://www.gutenberg.org/ebooks/1069,
No title,,http://www.gutenberg.org/ebooks/1073,
The Sea-Wolf,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1074,
The Strength of the Strong,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1075,
The Wallet of Kai Lung,Bramah, Ernest, 1869?-1942,http://www.gutenberg.org/ebooks/1076,Fantasy
The Mirror of Kong Ho,Bramah, Ernest, 1869?-1942,http://www.gutenberg.org/ebooks/1077,Fantasy
The Scouts of the Valley,Altsheler, Joseph A. (Joseph Alexander), 1862-1919,http://www.gutenberg.org/ebooks/1078,Children's Fiction
The Life and Opinions of Tristram Shandy, Gentleman,Sterne, Laurence, 1713-1768,http://www.gutenberg.org/ebooks/1079,Best Books Ever Listings
A Modest Proposal For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick,Swift, Jonathan, 1667-1745,http://www.gutenberg.org/ebooks/1080,
Dead Souls,"Gogol, Nikolai Vasilevich, 1809-1852, Hogarth, D. J. [Translator]",http://www.gutenberg.org/ebooks/1081,Best Books Ever Listings
Voyage of the Paper Canoe A Geographical Journey of 2500 Miles, from Quebec to the Gulf of Mexico, During the Years 1874-5,Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902,http://www.gutenberg.org/ebooks/1082,Travel
The Arrow of Gold: A Story Between Two Notes,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1083,Bestsellers, American, 1895-1923
Recipes Tried and True,First Presbyterian Church (Marion, Ohio). Ladies' Aid Society,http://www.gutenberg.org/ebooks/1084,Cookbooks and Cooking
Life of John Sterling,Carlyle, Thomas, 1795-1881,http://www.gutenberg.org/ebooks/1085,
A Horse's Tale,Twain, Mark, 1835-1910,http://www.gutenberg.org/ebooks/1086,
Baartock,Roth, Lewis,http://www.gutenberg.org/ebooks/1087,
Rolf in the Woods,Seton, Ernest Thompson, 1860-1946,http://www.gutenberg.org/ebooks/1088,
Moon-Face, and Other Stories,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1089,
The Bickerstaff-Partridge Papers,Swift, Jonathan, 1667-1745,http://www.gutenberg.org/ebooks/1090,Banned Books from Anne Haight's list
On Heroes, Hero-Worship, and the Heroic in History,Carlyle, Thomas, 1795-1881,http://www.gutenberg.org/ebooks/1091,
The Description of Wales,Giraldus, Cambrensis, 1146?-1223?,http://www.gutenberg.org/ebooks/1092,
The Beast in the Jungle,James, Henry, 1843-1916,http://www.gutenberg.org/ebooks/1093,
Tamburlaine the Great — Part 1,"Marlowe, Christopher, 1564-1593, Dyce, Alexander, 1798-1869 [Editor]",http://www.gutenberg.org/ebooks/1094,
The Light of the Western Stars,Grey, Zane, 1872-1939,http://www.gutenberg.org/ebooks/1095,Western
The Faith of Men,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1096,
Mrs. Warren's Profession,Shaw, Bernard, 1856-1950,http://www.gutenberg.org/ebooks/1097,Banned Books from Anne Haight's list
The Turmoil: A Novel,Tarkington, Booth, 1869-1946,http://www.gutenberg.org/ebooks/1098,Bestsellers, American, 1895-1923
The Riverman,White, Stewart Edward, 1873-1946,http://www.gutenberg.org/ebooks/1099,
The First Part of Henry the Sixth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1100,
The Second Part of King Henry the Sixth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1101,
The Third Part of King Henry the Sixth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1102,
King Richard III,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1103,
The Comedy of Errors,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1104,
The Sonnets,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1105,
The Tragedy of Titus Andronicus,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1106,
The Taming of the Shrew,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1107,
The Two Gentlemen of Verona,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1108,
Love's Labour's Lost,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1109,
King John,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1110,
King Richard the Second,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1111,
The Tragedy of Romeo and Juliet,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1112,Italy
A Midsummer Night's Dream,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1113,
The Merchant of Venice,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1114,
The First Part of King Henry the Fourth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1115,
The Merry Wives of Windsor,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1116,
Second Part of King Henry IV,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1117,
Much Ado about Nothing,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1118,
The Life of King Henry the Fifth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1119,
The Tragedy of Julius Caesar,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1120,
As You Like It,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1121,
The Tragedy of Hamlet, Prince of Denmark,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1122,Best Books Ever Listings
"Twelfth Night, Or, What You Will",Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1123,
The History of Troilus and Cressida,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1124,
All's Well That Ends Well,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1125,
Measure for Measure,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1126,
The Tragedy of Othello, Moor of Venice,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1127,
The Tragedy of King Lear,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1128,Best Books Ever Listings
The Tragedy of Macbeth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1129,
The Tragedy of Antony and Cleopatra,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1130,
The Tragedy of Coriolanus,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1131,
The Life of Timon of Athens,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1132,
Cymbeline,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1133,
The Winter's Tale,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1134,
The Tempest,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1135,
King Henry the Eighth,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1136,
A Lover's Complaint,Shakespeare, William, 1564-1616,http://www.gutenberg.org/ebooks/1137,
The Research Magnificent,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/1138,
Fisherman's Luck and Some Other Uncertain Things,Van Dyke, Henry, 1852-1933,http://www.gutenberg.org/ebooks/1139,
Latter-Day Pamphlets,Carlyle, Thomas, 1795-1881,http://www.gutenberg.org/ebooks/1140,
Selected Poems of Oscar Wilde,Wilde, Oscar, 1854-1900,http://www.gutenberg.org/ebooks/1141,
Typhoon,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1142,
Notes on Life & Letters,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1143,
In the Cage,James, Henry, 1843-1916,http://www.gutenberg.org/ebooks/1144,
Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim Sequel to The Prisoner of Zenda,Hope, Anthony, 1863-1933,http://www.gutenberg.org/ebooks/1145,"Movie Books, Adventure"
The Journal of a Voyage to Lisbon,Fielding, Henry, 1707-1754,http://www.gutenberg.org/ebooks/1146,
A Journey from This World to the Next,Fielding, Henry, 1707-1754,http://www.gutenberg.org/ebooks/1147,
The Itinerary of Archbishop Baldwin Through Wales,Giraldus, Cambrensis, 1146?-1223?,http://www.gutenberg.org/ebooks/1148,
"From London to Land's End and Two Letters from the ""Journey through England by a Gentleman""","Defoe, Daniel, 1661?-1731, Morley, Henry, 1822-1894 [Editor]",http://www.gutenberg.org/ebooks/1149,United Kingdom
The Danish History, Books I-IX,"Saxo, Grammaticus, -1204?, Elton, Oliver, 1861-1945 [Translator]",http://www.gutenberg.org/ebooks/1150,
The Nibelungenlied,Shumway, Daniel Bussier, 1868- [Translator],http://www.gutenberg.org/ebooks/1151,
"The Story of the Volsungs (Volsunga Saga), with Excerpts from the Poetic Edda","Eiríkr Magnússon, 1833-1913 [Translator], Morris, William, 1834-1896 [Translator]",http://www.gutenberg.org/ebooks/1152,Fantasy
The Chessmen of Mars,Burroughs, Edgar Rice, 1875-1950,http://www.gutenberg.org/ebooks/1153,Science Fiction
The Voyages of Doctor Dolittle,Lofting, Hugh, 1886-1947,http://www.gutenberg.org/ebooks/1154,Children's Literature
The Secret Adversary,Christie, Agatha, 1890-1976,http://www.gutenberg.org/ebooks/1155,Detective Fiction
Babbitt,Lewis, Sinclair, 1885-1951,http://www.gutenberg.org/ebooks/1156,Bestsellers, American, 1895-1923
"Damaged Goods The great play ""Les avariés"" by Brieux, novelized with the approval of the author","Brieux, Eugène, 1858-1932, Sinclair, Upton, 1878-1968",http://www.gutenberg.org/ebooks/1157,
Penrod and Sam,Tarkington, Booth, 1869-1946,http://www.gutenberg.org/ebooks/1158,
Fire-Tongue,Rohmer, Sax, 1883-1959,http://www.gutenberg.org/ebooks/1159,Crime Fiction
The Game,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1160,
Jerry of the Islands,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1161,
The Jacket (The Star-Rover),London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1162,
Adventure,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1163,
The Iron Heel,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1164,
The Little Book of Modern Verse A Selection from the Work of Contemporaneous American Poets,Rittenhouse, Jessie Belle, 1869-1948 [Editor],http://www.gutenberg.org/ebooks/1165,
The Second Book of Modern Verse A Selection from the Work of Contemporaneous American Poets,Rittenhouse, Jessie Belle, 1869-1948 [Editor],http://www.gutenberg.org/ebooks/1166,
A Strange Disappearance,Green, Anna Katharine, 1846-1935,http://www.gutenberg.org/ebooks/1167,Detective Fiction
The Pool in the Desert,Duncan, Sara Jeannette, 1861-1922,http://www.gutenberg.org/ebooks/1168,
Agesilaus,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1169,
Anabasis,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1170,
The Apology,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1171,
The Cavalry General,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1172,
The Economist,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1173,
Hellenica,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1174,
Hiero,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1175,
On Horsemanship,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1176,Zoology
The Memorabilia,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1177,
The Polity of the Athenians and the Lacedaemonians,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1178,
On Revenues,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1179,
The Sportsman: On Hunting, a Sportsman's Manual, Commonly Called Cynegeticus,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1180,
The Symposium,"Xenophon, 431 BCE-350? BCE, Dakyns, Henry Graham, 1838-1911 [Translator]",http://www.gutenberg.org/ebooks/1181,
Dope,Rohmer, Sax, 1883-1959,http://www.gutenberg.org/ebooks/1182,Crime Fiction
The Return of Dr. Fu-Manchu,Rohmer, Sax, 1883-1959,http://www.gutenberg.org/ebooks/1183,Crime Fiction
The Count of Monte Cristo, Illustrated,Dumas, Alexandre, 1802-1870,http://www.gutenberg.org/ebooks/1184,"Movie Books, Adventure"
History of the Conflict Between Religion and Science,Draper, John William, 1811-1882,http://www.gutenberg.org/ebooks/1185,
Poems,Meynell, Alice, 1847-1922,http://www.gutenberg.org/ebooks/1186,
War of the Classes,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1187,
The Lair of the White Worm,Stoker, Bram, 1847-1912,http://www.gutenberg.org/ebooks/1188,"Gothic Fiction, Horror"
The Message,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1189,
The Jolly Corner,James, Henry, 1843-1916,http://www.gutenberg.org/ebooks/1190,
The Double-Dealer: A Comedy,"Congreve, William, 1670-1729, Street, G. S. (George Slythe), 1867-1936 [Editor]",http://www.gutenberg.org/ebooks/1191,
The Old Bachelor: A Comedy,"Congreve, William, 1670-1729, Street, G. S. (George Slythe), 1867-1936 [Editor]",http://www.gutenberg.org/ebooks/1192,
The Coxon Fund,James, Henry, 1843-1916,http://www.gutenberg.org/ebooks/1193,
The Adventures of Louis de Rougemont,Rougemont, Louis de, 1847-1921,http://www.gutenberg.org/ebooks/1194,
Glasses,James, Henry, 1843-1916,http://www.gutenberg.org/ebooks/1195,
The Purse,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator]",http://www.gutenberg.org/ebooks/1196,
Taras Bulba, and Other Tales,Gogol, Nikolai Vasilevich, 1809-1852,http://www.gutenberg.org/ebooks/1197,
Robbery under Arms A Story of Life and Adventure in the Bush and in the Australian Goldfields,Boldrewood, Rolf, 1826-1915,http://www.gutenberg.org/ebooks/1198,Australia
An Anthology of Australian Verse,Stevens, Bertram, 1872-1922 [Editor],http://www.gutenberg.org/ebooks/1199,Australia
Gargantua and Pantagruel,"Rabelais, François, 1490?-1553?, Doré, Gustave, 1832-1883 [Illustrator], Motteux, Peter Anthony, 1660-1718 [Translator], Urquhart, Thomas, Sir, 1611-1660 [Translator]",http://www.gutenberg.org/ebooks/1200,"Best Books Ever Listings, Banned Books from Anne Haight's list"
An Essay on the Trial By Jury,Spooner, Lysander, 1808-1887,http://www.gutenberg.org/ebooks/1201,
Tales of Unrest,Conrad, Joseph, 1857-1924,http://www.gutenberg.org/ebooks/1202,
Dolly Dialogues,Hope, Anthony, 1863-1933,http://www.gutenberg.org/ebooks/1203,
Cabin Fever,Bower, B. M., 1871-1940,http://www.gutenberg.org/ebooks/1204,Western
The Colour of Life,Meynell, Alice, 1847-1922,http://www.gutenberg.org/ebooks/1205,
The Flying U Ranch,Bower, B. M., 1871-1940,http://www.gutenberg.org/ebooks/1206,Western
Nada the Lily,Haggard, H. Rider (Henry Rider), 1856-1925,http://www.gutenberg.org/ebooks/1207,
South Sea Tales,London, Jack, 1876-1916,http://www.gutenberg.org/ebooks/1208,
History of the Conquest of Peru,Prescott, William Hickling, 1796-1859,http://www.gutenberg.org/ebooks/1209,Native America
Kwaidan: Stories and Studies of Strange Things,Hearn, Lafcadio, 1850-1904,http://www.gutenberg.org/ebooks/1210,
A Selection from the Lyrical Poems of Robert Herrick,"Herrick, Robert, 1591-1674, Palgrave, Francis Turner, 1824-1897 [Editor]",http://www.gutenberg.org/ebooks/1211,
Love and Freindship [sic],Austen, Jane, 1775-1817,http://www.gutenberg.org/ebooks/1212,
The Man That Corrupted Hadleyburg,Twain, Mark, 1835-1910,http://www.gutenberg.org/ebooks/1213,
The Street of Seven Stars,Rinehart, Mary Roberts, 1876-1958,http://www.gutenberg.org/ebooks/1214,
The Elixir of Life,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator], Waring, James [Translator]",http://www.gutenberg.org/ebooks/1215,
Reflections on the Decline of Science in England, and on Some of Its Causes,Babbage, Charles, 1791-1871,http://www.gutenberg.org/ebooks/1216,"United Kingdom, Science"
Penelope's Experiences in Scotland Being Extracts from the Commonplace Book of Penelope Hamilton,Wiggin, Kate Douglas Smith, 1856-1923,http://www.gutenberg.org/ebooks/1217,Children's Literature
The Adventures of Jimmie Dale,Packard, Frank L. (Frank Lucius), 1877-1942,http://www.gutenberg.org/ebooks/1218,
An Essay on Comedy and the Uses of the Comic Spirit,Meredith, George, 1828-1909,http://www.gutenberg.org/ebooks/1219,
The Atheist's Mass,"Balzac, Honoré de, 1799-1850, Bell, Clara, 1834-1927 [Translator]",http://www.gutenberg.org/ebooks/1220,
A Preliminary Revision of the North American Species of Cactus, Anhalonium, and Lophophora,Coulter, John Merle, 1851-1928,http://www.gutenberg.org/ebooks/1221,Botany
Cobb's Anatomy,Cobb, Irvin S. (Irvin Shrewsbury), 1876-1944,http://www.gutenberg.org/ebooks/1222,
Ursula,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1223,
Sidney Lanier,Mims, Edwin, 1872-1959,http://www.gutenberg.org/ebooks/1224,
Faraday as a Discoverer,Tyndall, John, 1820-1893,http://www.gutenberg.org/ebooks/1225,
The Journal of Abnormal Psychology, Volume 10,Various,http://www.gutenberg.org/ebooks/1226,Psychology
The Expression of the Emotions in Man and Animals,Darwin, Charles, 1809-1882,http://www.gutenberg.org/ebooks/1227,
On the Origin of Species By Means of Natural Selection Or, the Preservation of Favoured Races in the Struggle for Life,Darwin, Charles, 1809-1882,http://www.gutenberg.org/ebooks/1228,"Harvard Classics, Biology, Banned Books from Anne Haight's list"
Select Poems of Sidney Lanier,"Lanier, Sidney, 1842-1881, Callaway, Morgan, 1862-1936 [Editor]",http://www.gutenberg.org/ebooks/1229,Poetry
Pierre Grassou,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1230,
On the Track,Lawson, Henry, 1867-1922,http://www.gutenberg.org/ebooks/1231,Australia
The Prince,"Machiavelli, Niccolò, 1469-1527, Marriott, W. K. (William Kenaz), -1927 [Translator]",http://www.gutenberg.org/ebooks/1232,"Politics, Harvard Classics, Philosophy, Banned Books from Anne Haight's list"
"The Origin and Nature of the Emotions, Miscellaneous Papers",Crile, George Washington, 1864-1943,http://www.gutenberg.org/ebooks/1233,Physiology
Organic Syntheses An Annual Publication of Satisfactory Methods for the Preparation of Organic Chemicals,Conant, James Bryant, 1893-1978 [Editor],http://www.gutenberg.org/ebooks/1234,
Captain Fracasse,Gautier, Théophile, 1811-1872,http://www.gutenberg.org/ebooks/1235,
First Across the Continent The Story of the Exploring Expedition of Lewis and Clark in 1804-5-6,Brooks, Noah, 1830-1903,http://www.gutenberg.org/ebooks/1236,Children's History
Father Goriot,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1237,"Best Books Ever Listings, Harvard Classics"
The City of Dreadful Night,Thomson, James, 1834-1882,http://www.gutenberg.org/ebooks/1238,
The Spirit of the Border: A Romance of the Early Settlers in the Ohio Valley,Grey, Zane, 1872-1939,http://www.gutenberg.org/ebooks/1239,Western
The Playboy of the Western World: A Comedy in Three Acts,Synge, J. M. (John Millington), 1871-1909,http://www.gutenberg.org/ebooks/1240,
The Well of the Saints: A Comedy in Three Acts,Synge, J. M. (John Millington), 1871-1909,http://www.gutenberg.org/ebooks/1241,
Unconscious Comedians,"Balzac, Honoré de, 1799-1850, Wormeley, Katharine Prescott, 1830-1908 [Translator]",http://www.gutenberg.org/ebooks/1242,
Hearts of Controversy,Meynell, Alice, 1847-1922,http://www.gutenberg.org/ebooks/1243,
Love for Love: A Comedy,Congreve, William, 1670-1729,http://www.gutenberg.org/ebooks/1244,
Night and Day,Woolf, Virginia, 1882-1941,http://www.gutenberg.org/ebooks/1245,
The House of Dust: A Symphony,Aiken, Conrad, 1889-1973,http://www.gutenberg.org/ebooks/1246,
Second April,Millay, Edna St. Vincent, 1892-1950,http://www.gutenberg.org/ebooks/1247,
"Last of the Great Scouts: The Life Story of William F. Cody [""Buffalo Bill""]",Wetmore, Helen Cody,http://www.gutenberg.org/ebooks/1248,
Anthem,Rand, Ayn, 1905-1982,http://www.gutenberg.org/ebooks/1249,
Anthem,Rand, Ayn, 1905-1982,http://www.gutenberg.org/ebooks/1250,"Science Fiction, Science Fiction by Women"
Le Morte d'Arthur: Volume 1,Malory, Thomas, Sir, -1471,http://www.gutenberg.org/ebooks/1251,"Fantasy, Arthurian Legends"
Le Morte d'Arthur: Volume 2,Malory, Thomas, Sir, -1471,http://www.gutenberg.org/ebooks/1252,"Fantasy, Arthurian Legends"
A Simple Soul,Flaubert, Gustave, 1821-1880,http://www.gutenberg.org/ebooks/1253,
Cyrano de Bergerac,"Rostand, Edmond, 1868-1918, Guillemard, Mary F. [Translator], Thomas, Gladys [Translator]",http://www.gutenberg.org/ebooks/1254,
No title,,http://www.gutenberg.org/ebooks/1255,
Cyrano de Bergerac,Rostand, Edmond, 1868-1918,http://www.gutenberg.org/ebooks/1256,FR Théâtre
The Three Musketeers,Dumas, Alexandre, 1802-1870,http://www.gutenberg.org/ebooks/1257,"Adventure, Historical Fiction, Best Books Ever Listings, Movie Books"
Ten Years Later,Dumas, Alexandre, 1802-1870,http://www.gutenberg.org/ebooks/1258,
Twenty Years After,Dumas, Alexandre, 1802-1870,http://www.gutenberg.org/ebooks/1259,"Adventure, Historical Fiction, Movie Books"
Jane Eyre: An Autobiography,"Brontë, Charlotte, 1816-1855, Townsend, F. H. (Frederick Henry), 1868-1920 [Illustrator]",http://www.gutenberg.org/ebooks/1260,
Betty Zane,Grey, Zane, 1872-1939,http://www.gutenberg.org/ebooks/1261,Western
The Heritage of the Desert: A Novel,Grey, Zane, 1872-1939,http://www.gutenberg.org/ebooks/1262,Western
The Glimpses of the Moon,Wharton, Edith, 1862-1937,http://www.gutenberg.org/ebooks/1263,
The Wheels of Chance: A Bicycling Idyll,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/1264,
Queen Victoria,Strachey, Lytton, 1880-1932,http://www.gutenberg.org/ebooks/1265,"Biographies, United Kingdom, Bestsellers, American, 1895-1923"
Lavender and Old Lace,Reed, Myrtle, 1874-1911,http://www.gutenberg.org/ebooks/1266,
Kai Lung's Golden Hours,"Bramah, Ernest, 1869?-1942, Belloc, Hilaire, 1870-1953 [Author of introduction, etc.]",http://www.gutenberg.org/ebooks/1267,Fantasy
The Mysterious Island,Verne, Jules, 1828-1905,http://www.gutenberg.org/ebooks/1268,Science Fiction
The Soul of a Bishop,Wells, H. G. (Herbert George), 1866-1946,http://www.gutenberg.org/ebooks/1269,
In Defense of Women,Mencken, H. L. (Henry Louis), 1880-1956,http://www.gutenberg.org/ebooks/1270,
Bygone Beliefs: Being a Series of Excursions in the Byways of Thought,Redgrove, H. Stanley (Herbert Stanley), 1887-1943,http://www.gutenberg.org/ebooks/1271,Chemistry
The Riddle of the Rhine: Chemical Strategy in Peace and War,Lefebure, Victor,http://www.gutenberg.org/ebooks/1272,World War I
The Autobiography of a Slander,Lyall, Edna, 1857-1903,http://www.gutenberg.org/ebooks/1273,
Martin Hyde, the Duke's Messenger,Masefield, John, 1878-1967,http://www.gutenberg.org/ebooks/1274,
Alexandria and Her Schools Four Lectures Delivered at the Philosophical Institution, Edinburgh,Kingsley, Charles, 1819-1875,http://www.gutenberg.org/ebooks/1275,
The Rhythm of Life, and Other Essays,Meynell, Alice, 1847-1922,http://www.gutenberg.org/ebooks/1276,
Melmoth Reconciled,"Balzac, Honoré de, 1799-1850, Marriage, Ellen, 1865-1946 [Translator]",http://www.gutenberg.org/ebooks/1277,
Penelope's English Experiences Being Extracts from the Commonplace Book of Penelope Hamilton,Wiggin, Kate Douglas Smith, 1856-1923,http://www.gutenberg.org/ebooks/1278,Children's Literature
Poems and Songs of Robert Burns,Burns, Robert, 1759-1796,http://www.gutenberg.org/ebooks/1279,Harvard Classics
Spoon River Anthology,Masters, Edgar Lee, 1868-1950,http://www.gutenberg.org/ebooks/1280,
"Tom Swift and His Aerial Warship, Or, The Naval Terror of the Seas",Appleton, Victor,http://www.gutenberg.org/ebooks/1281,Children's Book Series
"Tom Swift Among the Diamond Makers, Or, The Secret of Phantom Mountain",Appleton, Victor,http://www.gutenberg.org/ebooks/1282,Children's Book Series
